text,label
http://secure-apple-signin-3caz1o.support/auth?session=qMVzaVp62BSKLVPA&redirect=home,phishing
http://capitec-security-alert-17g.site/validate?session=T30fK0skBaHmsWWd&redirect=home,phishing
https://capitecbank.co.za/about,safe
http://account.apple-account-update-qzj865.com/secure?session=er8bOfZqfM2oeq3h&redirect=account,phishing
https://support.fedex-confirm-identity-7ab1ot.net/verify?session=kjcbhgN7kwjSbbci&redirect=billing,phishing
https://login.secure-dhl-signin-tinx4k.click/secure?session=eOj3QYrzZq9adP0J&redirect=account,phishing
https://google-confirm-identity-cmejv.biz/signin,phishing
https://verify-ups-account-m5n7f.com/verify?session=qAo0iEFJdED5jSFp&redirect=account,phishing
http://standardbank-secure-login-mrcg.support/verify?session=NGMGmSrCGIZEG8pS&redirect=billing,phishing
http://secure-fedex-signin-7p9pb0.com/login?session=4RPAfqoQB7xoFcSv&redirect=billing,phishing
http://absa-security-alert-mas.biz/confirm,phishing
http://microsoft.com/contact,safe
https://www.capitec-account-update-woryq1.co/signin?session=PtuEFBNOfQ5xj7t2&redirect=account,phishing
https://capitecbank.co.za/docs,safe
https://verify-microsoft-account-dgaj8.top/login?session=nNyjOq9wMxEhh2FD&redirect=account,phishing
http://capitecbank.co.za/about,safe
http://secure.verify-amazon-account-srrxq.com/secure?session=js46LmuezqpGHoPZ&redirect=home,phishing
http://go0gle-account-update.click/confirm,phishing
https://verify-google-account-w1xf.net/payment/update?session=Oif7UuXUGfdWG5yP&redirect=home,phishing
https://accounts.google.com,safe
http://microsoft.com/about,safe
http://capitec-secure-login-fbci.co/confirm,phishing
https://github.com/login,safe
https://fnb.co.za/support,safe
http://login.instagram-account-update-pflv.support/signin,phishing
http://google-support-center-gignsu.site/reset?session=sdTWx6uX9MGE2sNV&redirect=home,phishing
http://microsoft-billing-issue-f2old.biz/signin,phishing
https://linkedin.com/docs,safe
http://login.netflix-support-center-w2wx.top/update?session=EN5N1aE6PwZPf1Qh&redirect=account,phishing
http://gov.za/help,safe
https://absa.co.za/account,safe
https://openai.com/news,safe
https://microsoft.com/support,safe
http://secure-standardbank-signin-wqk.site/auth?session=G96EnLqNGpuxcmlz&redirect=home,phishing
https://secure-apple-signin-vxr.site/login?session=TSu7rtaUWM6ZO88e&redirect=home,phishing
http://standardbank-account-update-ay5gc.biz/update?session=g2KDInTEGbOY1xHv&redirect=account,phishing
http://paypaI.com.security-login.xyz/verify?session=AbC123,phishing
https://secure-apple-signin-5khf.icu/validate,phishing
http://secure-fedex-signin-zna1k1.top/account/verify,phishing
http://secure-netflix-signin-z5k.co/confirm,phishing
http://standardbank.co.za/account,safe
http://fedex-support-center-ykqh7.xyz/auth?session=LS45gqIO2zVZxqyx&redirect=billing,phishing
https://microsoft.com/contact,safe
https://gov.za/support,safe
https://github.com/help,safe
http://secure-fedex-signin-h31u.biz/confirm?session=zTTOkq2BEDbN2AHR&redirect=billing,phishing
http://secure-dhl-signin-1v1q9.xyz/reset,phishing
https://absa.co.za/about,safe
https://openai.com/contact,safe
http://verify-google-account-qeqpno.com/auth,phishing
http://secure.standardbank-confirm-identity-pgojj7.co/validate,phishing
https://gov.za/products,safe
http://dhl-account-update-ag7.com/update,phishing
https://linkedin.com/products,safe
https://wikipedia.org,safe
https://amazon.com/,safe
http://microsoft-secure-login-u35s.icu/payment/update?session=OxOPbbNcRV7vZgGE&redirect=account,phishing
http://instagram-account-update-etd48.xyz/auth?session=PClogqoPchv5V7S8&redirect=account,phishing
http://microsoft.com/,safe
http://login.paypal-account-update-pmkum.live/payment/update,phishing
http://absa.co.za/about,safe
